"","poisonous","capShape","capSurface","capColor","bruisesTrueFalse","odor","gillAttachment","gillSpacing","gillSize","gillColor","stalkShape","stalkRoot","stalkSurfaceAboveRing","stalkSurfaceBelowRing","stalkColorAboveRing","stalkColorBelowRing","veilType","veilColor","ringNumber","ringType","sporePrintColor","population","habitat"
"5033",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","woods"
"5034",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","grasses"
"5035",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods"
"5036",1,"convex","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses"
"5037",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","solitary","paths"
"5038",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses"
"5039",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","solitary","woods"
"5040",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths"
"5041",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","paths"
"5042",1,"convex","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"5043",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths"
"5044",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths"
"5045",1,"flat","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses"
"5046",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","several","woods"
"5047",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths"
"5048",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","paths"
"5049",1,"flat","fibrous","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","woods"
"5050",1,"convex","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods"
"5051",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods"
"5052",1,"convex","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves"
"5053",0,"knobbed","scaly","buff",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"5054",0,"flat","scaly","buff",1,"none","free","close","broad","white","enlarging",".","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste"
"5055",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","woods"
"5056",1,"flat","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths"
"5057",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses"
"5058",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","grasses"
"5059",1,"convex","smooth","buff",1,"foul","free","close","broad","white","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5060",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths"
"5061",1,"convex","smooth","white",1,"foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5062",1,"convex","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths"
"5063",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","paths"
"5064",1,"convex","smooth","white",1,"foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5065",1,"flat","smooth","buff",1,"foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses"
"5066",1,"convex","smooth","white",1,"foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban"
"5067",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","woods"
"5068",1,"flat","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths"
"5069",1,"convex","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","grasses"
"5070",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","paths"
"5071",0,"convex","scaly","white",0,"none","free","close","narrow","purple","enlarging",".","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","solitary","woods"
"5072",0,"convex","smooth","red",1,"none","free","close","broad","red","enlarging",".","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste"
"5073",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses"
"5074",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","grasses"
"5075",1,"convex","scaly","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"5076",1,"convex","scaly","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","paths"
"5077",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","paths"
"5078",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","paths"
"5079",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","solitary","woods"
"5080",0,"flat","fibrous","red",1,"none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","white","partial","white",1,"pendant","brown","solitary","woods"
"5081",1,"convex","scaly","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses"
"5082",1,"flat","scaly","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","woods"
"5083",1,"flat","fibrous","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths"
"5084",1,"convex","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","solitary","grasses"
"5085",1,"convex","fibrous","yellow",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","solitary","paths"
"5086",1,"knobbed","fibrous","yellow",0,"none","free","close","narrow","white","enlarging",".","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods"
"5087",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","solitary","grasses"
"5088",0,"knobbed","fibrous","cinnamon",0,"none","free","crowded","narrow","white","enlarging","bulbous","fibrous","smooth","white","brown","partial","white",1,"evanescent","white","several","leaves"
"5089",1,"flat","fibrous","gray",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","paths"
"5090",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","paths"
"5091",1,"convex","scaly","gray",0,"foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white",1,"large","chocolate","several","woods"
"5092",1,"convex","scaly","gray",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","paths"
"5093",1,"flat","fibrous","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","grasses"
"5094",1,"flat","scaly","yellow",0,"foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","woods"
"5095",1,"convex","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","solitary","woods"
"5096",1,"flat","fibrous","yellow",0,"foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","paths"
